nif,empresa,licitaciones_ganadas,importe_total,ultima_adjudicacion
B82612599,"WORLD MEDICA, S.L.U.",2,4330400,2024-11-28 00:00:00+00
B36921435,ZINA MOVIL SL,2,4063255,2024-11-28 00:00:00+00
B37342532,AGUSTIN CASADO S.L.,2,5974100,2024-11-28 00:00:00+00
B12838728,SISTEMAS Y MONTAJES DE CLIMATIZACIÓN S.L.,2,16249890,2024-11-28 00:00:00+00
A03284296,"TERRAMAR, S.A.",2,172899264,2024-11-27 00:00:00+00
B50030873,"CAUCHOS PUNTES, S.L.",2,100566428,2024-11-27 00:00:00+00
B33827320,"Futuver Consulting, S.L.",2,9421616,2024-11-27 00:00:00+00
B26123067,"SEÑALIZACIONES MURO, S.L.",2,115890000,2024-11-27 00:00:00+00
B22245633,"C.E.E. INTEGRACIÓN LABORAL ARCADIA, S.L.",2,38409500,2024-11-27 00:00:00+00
B43700905,CARAVACA ORTOPEDICS S.L.,2,8155410,2024-11-27 00:00:00+00
B61632246,Index SLL,2,4724187,2024-11-27 00:00:00+00
B56784671,Iluminaciones Ornamentales Iluminart S.L.,2,7596900,2024-11-27 00:00:00+00
A53293213,BALEARIA EUROLÍNEAS MARÍTIMAS S.A.,2,2087200000,2024-11-27 00:00:00+00
B26561506,"Stampymail, S.L.",2,3150020,2024-11-27 00:00:00+00
B12098521,EXCAVACIONES MARZA SL,2,1420000,2024-11-27 00:00:00+00
B72857626,EFICIENCIA LACUEVA SLP,2,1515000,2024-11-27 00:00:00+00
B99546004,Epsilon Eventos SLU,2,2815700,2024-11-27 00:00:00+00
B62486204,PROPARPLAN LABORATORIOS S.L.,2,28006250,2024-11-27 00:00:00+00
B35026590,Publicidad Atlantis SL,2,21884112,2024-11-27 00:00:00+00
B84398874,MER MEC ESPAÑA SL,2,1714649800,2024-11-27 00:00:00+00
B14721138,PEREZ CORNEJO MANUEL 000798127T SLNE,2,36475011,2024-11-27 00:00:00+00
B31948201,ALESTIS CONSULTING S.L.,2,35589740,2024-11-27 00:00:00+00
B38200760,interideas slu,2,15500000,2024-11-27 00:00:00+00
B30914402,INSTALACIONES ELECTRICAS GARCERAN S.L,2,15090000,2024-11-27 00:00:00+00
B33978693,"GUSTATIO COMUNICACIÓN, SL",2,9795600,2024-11-27 00:00:00+00
B82567256,Korn Ferry España S.L.U.,2,8410000,2024-11-27 00:00:00+00
B81091266,"FLAMENCO DE HOY, S.L.",2,9204500,2024-11-27 00:00:00+00
B98798598,INDUSTRIAL GIL FOLGADO SL,2,870000,2024-11-26 00:00:00+00
B19761980,"Yaizmond, SLL",2,12535000,2024-11-26 00:00:00+00
B38571261,Bailando Producciones Artísticas S.L.,2,1720000,2024-11-26 00:00:00+00
A12016143,"GRAVAS Y DERIVADOS, S.A.",2,2372801,2024-11-26 00:00:00+00
B85309672,DATA PRESS SOLUTIONS S.L.,2,72702930,2024-11-26 00:00:00+00
B98554553,DESAMIANTADOS Y CERRAMIENTOS SL,2,24393179,2024-11-26 00:00:00+00
B02790160,"Target3D Iberia, S.L",2,24767000,2024-11-26 00:00:00+00
B10631414,CLAMAR REPROGRAFIA SL,2,389256,2024-11-26 00:00:00+00
B02824084,JLM FOOTBALL GROUP SL,2,7736000,2024-11-26 00:00:00+00
B44718021,DPV INSTALACION Y MANTENIMIENTO SLU,2,10476868,2024-11-26 00:00:00+00
B51036234,"CENTRO BUCEO BURBUJAS, S.L.",2,5469230,2024-11-26 00:00:00+00
B85740496,ALKALI NORD S.L.,2,6665500,2024-11-26 00:00:00+00
B05256318,Si me lo cuentan no me lo creo S.L.P.,2,4269565,2024-11-26 00:00:00+00
B72343536,MATERIALES DE CONSTRUCCION AGUA MARINA SL,2,620455,2024-11-26 00:00:00+00
B39481361,"WORK-OVE, S.L.L.",2,4315868,2024-11-26 00:00:00+00
B26376822,"JULIO ANGULO,SL",2,3588000,2024-11-26 00:00:00+00
A81874984,"SOCIEDAD MERCANTIL ESTATAL PARA LA GESTIÓN DE LA INNOVACIÓN Y LAS TECNOLOGÍAS TURÍSTICAS, S.A.M.P.",2,5037475,2024-11-26 00:00:00+00
A78881422,"PHARMA INTERNATIONAL, S.A.",2,67891782,2024-11-25 00:00:00+00
B82458803,"Overair, S.L.",2,7851270,2024-11-25 00:00:00+00
B85183788,EVENTOS Y PROMOCIONES ESTANDARTE S.L.,2,7492228,2024-11-25 00:00:00+00
B91466169,SILVERSUR TELECOM S.L.,2,2563284,2024-11-25 00:00:00+00
B37225158,"CENTRO DE DIAGNOSTICO Y RESONANCIA MAGNETICA, S.L.",2,1230900,2024-11-25 00:00:00+00
A61961488,PORTIC BARCELONA SA,2,32000000,2024-11-25 00:00:00+00
B05267869,ECOSALOR RECURSOS NATURALES S.L.,2,6966762,2024-11-25 00:00:00+00
B56945025,HIDRACONS 2024 SL,2,9152984,2024-11-25 00:00:00+00
B76739911,DEMOLICIONES Y DERRIBOS TENERIFE S.L.,2,15829291,2024-11-25 00:00:00+00
B53433108,"CHACAPI, S.L.",2,4700000,2024-11-25 00:00:00+00
B98421381,GOBERNA PÉREZ Y ASOCIADOS S.L,2,18362528,2024-11-25 00:00:00+00
B01537760,"OBOID,SL",2,5827900,2024-11-25 00:00:00+00
A91074294,"INERCO Prevención de Riesgos, S.A.",2,9045711,2024-11-25 00:00:00+00
B98807381,"FCC EQUAL CEE COMUNIDAD VALENCIANA, S.L.",2,94838216,2024-11-25 00:00:00+00
B66272840,Pitroig Consulting SL,2,11489536,2024-11-25 00:00:00+00
B83884429,"PUERTAS AUTOMÁTICAS HYDRA, S.L.",2,134208,2024-11-25 00:00:00+00
B84856376,MARIBEL RH REALIZACION DE VESTUARIO S.L.,2,22541000,2024-11-25 00:00:00+00
B97353254,"TRISEMA INGENIEROS, S.L.",2,3738157,2024-11-25 00:00:00+00
B86383247,"SMARTCO INICIATIVAS TECNOLÓGICAS, S.L.",2,300000,2024-11-25 00:00:00+00
B12040465,Fulvio Navarro e Hijos sl,2,112223,2024-11-25 00:00:00+00
B14350193,"TALLERES HNOS. OLEA, S.L.",2,633104,2024-11-25 00:00:00+00
B98791973,XORG-MANTENIMENT S.L.U.,2,42900000,2024-11-25 00:00:00+00
B83510537,"CONTROLTECNICA BIO,S.L.",2,4608814,2024-11-25 00:00:00+00
B47532254,SISTEMAS DE GESTIÓN DE CALIDAD Y CONTROL DE PRODUCCIÓN S.L.,2,769900,2024-11-25 00:00:00+00
B13527486,FERRETERIA MHEVA S.L.,2,4021245,2024-11-25 00:00:00+00
B28951838,DMS SL,2,19508700,2024-11-25 00:00:00+00
B56664469,SODISPAN BIOLAB SL,2,1200021,2024-11-25 00:00:00+00
B22103584,Áridos Boiria S.L.,2,9540000,2024-11-25 00:00:00+00
B78801537,ELWE SISTEMAS DE ENSEÑANZA S.L.,2,11825000,2024-11-24 00:00:00+00
B76098490,Inoxidables Maipez SL,2,3614486,2024-11-23 00:00:00+00
B82826116,"Herederos de Gabriel Carrasco Araque, SL",2,1249692,2024-11-23 00:00:00+00
B26031286,HIJOS DE CECILIO VALGAÑON S.L.,2,2794000,2024-11-23 00:00:00+00
B31522329,"COVEGAN, COMERCIAL VETERINARIA Y GANADERA S.L.",2,24092180,2024-11-23 00:00:00+00
A65310138,"DISTRIBUIDORA DIGITAL DE LIBROS, S.A.U.",2,67900000,2024-11-23 00:00:00+00
B28098192,MUELLES TOLEDO S.L.,2,1197440,2024-11-23 00:00:00+00
B97458996,LLEIDANET PKI SLU,2,9728000,2024-11-23 00:00:00+00
B97568513,CHARTER VALENCIA SL,2,11922051,2024-11-22 00:00:00+00
A80923139,"PAP TECNOS INNOVACION, S.A.U.",2,31404959,2024-11-22 00:00:00+00
B09784703,ENELEN HEALTH&CARE SL,2,511725,2024-11-22 00:00:00+00
B88054614,DECOGRASS CÉSPED ARTIFICIAL,2,31997100,2024-11-22 00:00:00+00
B35403666,Eurocanarias Oftalmologica SL,2,4000000,2024-11-22 00:00:00+00
B49300247,"Rurro Carrozas, S.L.",2,9561984,2024-11-22 00:00:00+00
B04834131,"IMPERMEABILIZACIONES INTEGRALES ALMERÍA, S.L.U",2,34805336,2024-11-22 00:00:00+00
B60466364,INSTALACION Y MONTAJES MARGON S.L.,2,968600,2024-11-22 00:00:00+00
B37334034,ALGO NUEVO S.L.,2,1485000,2024-11-22 00:00:00+00
B74377508,NO-KO DEPORTE Y SALUD SL,2,3753300,2024-11-22 00:00:00+00
B06161848,"ARIDOS MARTIN MATIAS, S.L.",2,18438854,2024-11-22 00:00:00+00
B62085873,CONTROLTEMP SL,2,2250000,2024-11-22 00:00:00+00
B12882486,"LIMPIEZAS EUROAZAHAR, S.L.",2,10463600,2024-11-22 00:00:00+00
B95699427,"Dream factory Christmas Shows, S.L.",2,10885000,2024-11-22 00:00:00+00
B29669843,"INASER, Ingeniería y Servicios Avanzados, SLP",2,26408000,2024-11-22 00:00:00+00
B36469625,INSTALACIONS ELECTRICAS TERCA SLU,2,17070246,2024-11-22 00:00:00+00
B50688837,LANGA SOLER SL,2,1536363,2024-11-22 00:00:00+00
B41752221,"ORGANIZACIÓN, TECNOLÓGICA Y SERVICIOS, S.L.U.",2,8515161,2024-11-22 00:00:00+00
B38435285,TRANSPORTES Y GRÚAS CUCHI S.L.,2,7761600,2024-11-22 00:00:00+00
B59993766,Multisac S.L.,2,9000076,2024-11-22 00:00:00+00
B52571882,ASTURTRAUMA S.L.,2,5194500,2024-11-22 00:00:00+00
B76531938,"Hiades Business Patterns, S.L.",2,88412445,2024-11-22 00:00:00+00
B38013132,EUPELUZ SOCIEDAD LIMITADA,2,673500,2024-11-22 00:00:00+00
B25477878,"GEOPLANNING, ESTUDIS GEOTÈCNICS, S.L.",2,16852366,2024-11-21 00:00:00+00
B74431974,Licitaciones Bel Consultores SL,2,3648700,2024-11-21 00:00:00+00
B05316237,"Naturaleza Encendida, S.L.",2,6814000,2024-11-21 00:00:00+00
B65135410,"ZENON DIGITAL RADIO, S.L.",2,18499400,2024-11-21 00:00:00+00
B04877692,Herly Pc Sociedad Limitada,2,4623265,2024-11-21 00:00:00+00
B85287985,"Eckert & Ziegler Iberia, S.L.U.",2,51999600,2024-11-21 00:00:00+00
B38916854,"SADELL CONSTRUCCIONES Y REFORMAS, S.L.",2,69790952,2024-11-21 00:00:00+00
B82681859,"LAVILA ARQUITECTOS, S.L.P.",2,28274379,2024-11-21 00:00:00+00
B47535034,estudio de diseño y arquitectura world design,2,5112165,2024-11-21 00:00:00+00
B92063874,FINCAS LA COLMENA S.L.,2,77406200,2024-11-21 00:00:00+00
B28873008,Ingenieria Basica de Electronica y Seguridad S.L.,2,4150400,2024-11-21 00:00:00+00
B21350491,SUMINISTROS PROYECTOS OBRAS Y CONTRATAS SL,2,825747,2024-11-21 00:00:00+00
B76024082,insular canarias canservext  sl,2,4199290,2024-11-21 00:00:00+00
B03055472,"CERRAJERIA LLOFRA, S.L.",2,8000000,2024-11-21 00:00:00+00
B19011634,"SU IN PLAS DECORACIONES, S.L.",2,2479338,2024-11-21 00:00:00+00
B96205257,"TRATAMIENTO Y ORG. TEC,EQUIPA.MULTIPLES SL",2,13205886,2024-11-21 00:00:00+00
B81635476,Plásticos Comercar S.L.,2,9738403,2024-11-21 00:00:00+00
B26559716,COJUAL 2019 SLU,2,11681462,2024-11-21 00:00:00+00
B55465314,Deporte and Business Sport Marketing S.L.U.,2,78925620,2024-11-21 00:00:00+00
B19179209,AGORALINGUA SLU,2,6260049,2024-11-21 00:00:00+00
B96821285,"DISTRIMOBI, S.L. - FSMOBEL",2,5266988,2024-11-21 00:00:00+00
B98771389,Display None SL,2,8595000,2024-11-21 00:00:00+00
B11609856,"Rodamientos Y Servicios, S.L.",2,3970120,2024-11-21 00:00:00+00
A07980352,Contratación Integral de Serveis de Neteja S.A.,2,32341002,2024-11-21 00:00:00+00
B13694773,Bai Instalaciones Deportivas,2,1950791,2024-11-21 00:00:00+00
B85083756,"TRIANGLE OUTSOURCING, S.L.",2,4642401,2024-11-21 00:00:00+00
B70993019,Innovageo software SLU,2,7685000,2024-11-21 00:00:00+00
B34227546,Dinamica producciones SL,2,10211100,2024-11-21 00:00:00+00
B40631780,Moratal Palomino Estudio de Arquitectura SLU,2,47005069,2024-11-21 00:00:00+00
B95640629,Bikuma Global Services,2,6107500,2024-11-20 00:00:00+00
B10367696,TECNOFRIO EXTREMADURA S.L.,2,9394000,2024-11-20 00:00:00+00
B96779764,SISTEMAS GENOMICOS SL,2,24902993,2024-11-20 00:00:00+00
B60990298,"3-G HIDRAULICA, S.L.",2,18787942,2024-11-20 00:00:00+00
A28904548,MAINLA S.A.,2,2014500,2024-11-20 00:00:00+00
B71477467,Bioma Forestal Schwendtner y Barnard SL,2,12444977,2024-11-20 00:00:00+00
B11000577,A. HAUPOLD S.L.,2,11953092,2024-11-20 00:00:00+00
B46258851,AUTOMOVILES ALZIRA S.L,2,6830176,2024-11-20 00:00:00+00
B28303022,Durán Sala de Arte SLU,2,7000000,2024-11-20 00:00:00+00
B98789431,"VERIMPRESIO, SL",2,129557,2024-11-20 00:00:00+00
B13321005,"TECNAS, SERVICIOS INTEGRALES DE FORMACIÓN Y DESARROLLO, S.L.",2,3181712,2024-11-20 00:00:00+00
B06616460,ALQUILER OBRAS Y SERVICIOS EXTREMEÑOS SL,2,3070637,2024-11-20 00:00:00+00
B27170091,"Proyectos e Instalaciones de Gas del Noroeste, S.L.",2,11633689,2024-11-20 00:00:00+00
B05454939,MIBOLI CONSTRUCCIONES SL,2,38081598,2024-11-20 00:00:00+00
A22018741,"INM. TARDIENTA, SA",2,10200854,2024-11-20 00:00:00+00
B16036253,"MILLAN Y RUIZ,SL",2,13400500,2024-11-20 00:00:00+00
B50776947,IMPLASER 99 SLL,2,7955500,2024-11-20 00:00:00+00
B16939696,ASOMA TALAVÁN SLU,2,1287604167,2024-11-20 00:00:00+00
A28226090,HILTI ESPAÑOLA S.A.,2,10597795,2024-11-20 00:00:00+00
A60864840,PROCON SYSTEMS S.A.,2,10386520,2024-11-19 00:00:00+00
B53899779,COMERCIAL MUÑOZ LIBROS S.L,2,2688943,2024-11-19 00:00:00+00
A46176012,TECNICA Y MANTENIMIENTO SA (TECNIMAN),2,1059392,2024-11-19 00:00:00+00
B97944615,METRAFIL SIAC S.L,2,13257003,2024-11-19 00:00:00+00
B31544075,"SASOI ERAIKUNTZAK, S.L.",2,255434614,2024-11-19 00:00:00+00
B66888413,NorthPoint Solution S.L.,2,36921457,2024-11-19 00:00:00+00
B30928907,"CARTHAGO INSTALACIONES Y SERVICIOS TECNICOS, S.L.",2,3057852,2024-11-19 00:00:00+00
B46126140,"VIAJES GULLIVER, S.L.",2,24580,2024-11-19 00:00:00+00
B12935045,COMERCIAL SOSTENIBLE CASTELLÓN SLU,2,2021000,2024-11-19 00:00:00+00
B13265657,CENTRO MEDICO LAMAR S.L.,2,8795000,2024-11-19 00:00:00+00
B03412269,"BUS SIGÜENZA, S.L.",2,72129971,2024-11-19 00:00:00+00
A81867202,NEWLINK CONSULTING AND COMMUNICATIONS SPAIN S.A.,2,201000000,2024-11-19 00:00:00+00
B45704186,KREALIA GESTION DE ESPACIOS S.L.,2,10197000,2024-11-19 00:00:00+00
B60399391,"MIBAIR, SL",2,17195248,2024-11-19 00:00:00+00
B03960564,"Gironés Impresores, S.L.",2,105920,2024-11-19 00:00:00+00
B87240701,Balder Medical S.L,2,23872000,2024-11-19 00:00:00+00
B30286868,"AUTOCARES DE MOLINA, S.L.",2,4239031,2024-11-19 00:00:00+00
B83769729,ALSA RAIL S.L.,2,23660000,2024-11-19 00:00:00+00
B46012522,LA MARINA GANDIENSE.S.L.,2,62252970,2024-11-19 00:00:00+00
B50566439,INGENIERÍA Y TELECOMUNICACIONES ADDITELECOM SL,2,16858846,2024-11-19 00:00:00+00
B73791766,"Argeplant 2000, S.L.",2,31196580,2024-11-19 00:00:00+00
B61117099,"Arkance Spain, SL",2,11784425,2024-11-19 00:00:00+00
B99327645,Excavaciones Virgen de la Fuente S.L.,2,15243538,2024-11-19 00:00:00+00
B65141855,DESARROLLOS EMPRESARIALES NEBRIJA SL,2,3932249,2024-11-19 00:00:00+00
B97671689,"GEROCLEOP, S.L.U.",2,86563108,2024-11-19 00:00:00+00
B70229968,"DATALIB SERVICIOS DOCUMENTALES, S.L.",2,945150,2024-11-19 00:00:00+00
B67204396,Fidelización Moneder SLU,2,2744500,2024-11-19 00:00:00+00
B12457560,EXTINTORES JOMASAN SL,2,940500,2024-11-19 00:00:00+00
B67139279,"BLEGNA 2017, SL",2,5563000,2024-11-19 00:00:00+00
A08820953,"PROCLINIC, S.A.U",2,5002800,2024-11-19 00:00:00+00
B80180896,Sercus Servicios Culturales,2,65931766,2024-11-19 00:00:00+00
B15424492,LIBRERIA ARENAS SL,2,1173485,2024-11-18 00:00:00+00
B18923029,METALURGICA ANDALUZA DE ALQUILERESS.L.,2,3243200,2024-11-18 00:00:00+00
B82640814,SERVICIOS TECNICOS SETA SL,2,7851240,2024-11-18 00:00:00+00
B16481905,BOOM AEC S.L.,2,48022222,2024-11-18 00:00:00+00
B56335409,GESTIÓN Y CONSTRUCCIÓN DE CEMENTERIOS GRANERO S.L.,2,10840446,2024-11-18 00:00:00+00
B72210479,Empresa de Gestión Agropecuaria y Forestal SL,2,35550,2024-11-18 00:00:00+00
B86729019,EON TRANSFORMACION DIGITAL SL,2,4814750,2024-11-18 00:00:00+00
B84076009,CONSULNIMA SL,2,9782000,2024-11-18 00:00:00+00
B65015075,"THE PROJECT MUSIC COMPANY, SL",2,35740300,2024-11-18 00:00:00+00
B94157468,Aero Dron Project S.L,2,5480000,2024-11-18 00:00:00+00
B46257127,JOAQUÍN CRESPO S.L.,2,5759916,2024-11-18 00:00:00+00
B10713600,GRUPO PEQUEÑIN 2000 SL,2,4227000,2024-11-18 00:00:00+00
B90241126,"Decoratel España, S.L.",2,6738990,2024-11-18 00:00:00+00
B13579453,"SONILES TECHNOLOGY,S.L.",2,3501000,2024-11-18 00:00:00+00
B47207188,"PRODUCTOS CALTER, S.L.U.",2,15415693,2024-11-18 00:00:00+00
B91409904,DIARIO ABC ANDALUCIA SL,2,7389800,2024-11-18 00:00:00+00
B38583209,"SEÑALIZACIONES TENERIFE, S.L.",2,57067000,2024-11-18 00:00:00+00
B40571002,Gaia Green Tech S.L.,2,320000,2024-11-18 00:00:00+00
B76018258,SUIM ALQUILERES Y SUMINISTROS SL,2,1816933,2024-11-18 00:00:00+00
B99145740,EDUARDO CRESPO S.L.,2,17722900,2024-11-18 00:00:00+00
B39511126,BAHIA AUTOMOCION SL,2,20906214,2024-11-18 00:00:00+00
B20626826,STT Ingeniería y Sistemas S.L.,2,1996000,2024-11-18 00:00:00+00
B24562894,CV ENERGETICA Y RENOVABLES S.L.U,2,13332202,2024-11-18 00:00:00+00
B19707801,"SINGULAR MEDIA TIC, S.L.U.",2,3057040,2024-11-15 00:00:00+00
B10228260,INDUSTRIAS TELLO DE ARCO S.L,2,3069228,2024-11-15 00:00:00+00
B88453766,Abaqo Ingeniería Iberia,2,18772256,2024-11-15 00:00:00+00
B98019862,REFORMES ROICEN SL,2,8972982,2024-11-15 00:00:00+00
B53531687,IBROLUX SL,2,3905200,2024-11-15 00:00:00+00
B56584667,SIHAHO CONSULTING SLU,2,6555245,2024-11-15 00:00:00+00
B99131096,CERREJON ARQUITECTOS S L P,2,11600000,2024-11-15 00:00:00+00
B87939955,"EQUIPOS FEMAZZ, S.L.",2,77720716,2024-11-15 00:00:00+00
A79935607,DECATHLON ESPAÑA S.A.U.,2,1406940,2024-11-15 00:00:00+00
B01676733,"LTC LAB, S.L.",2,19900000,2024-11-15 00:00:00+00
B91711572,"LA ALDABA, S.L",2,2400000,2024-11-15 00:00:00+00
B67608620,UNIQ CARE S.L.,2,6496153,2024-11-15 00:00:00+00
B95607396,"INGECLIMA, S.L.U.",2,119910369,2024-11-15 00:00:00+00
A25040759,"Clanser, S.A.",2,6206409,2024-11-15 00:00:00+00
B86046802,RET OBRAS Y PISCINAS,2,31327231,2024-11-15 00:00:00+00
B85556587,"CASHDIPLO, S.L.U",2,5247000,2024-11-15 00:00:00+00
B35853738,ISCAN SERVICIOS INTEGRALES,2,1948662043,2024-11-15 00:00:00+00
B40507121,"Fer Xelus IT Val, S.L.U.",2,13507960,2024-11-15 00:00:00+00
B25317827,ELECTRONICA SALTÓ S.L.U.,2,23957070,2024-11-15 00:00:00+00
B04871158,VITALUNA SL,2,3131550,2024-11-15 00:00:00+00
B94053667,SPR Carro & Millan SL,2,9388500,2024-11-15 00:00:00+00
B49304959,"ECOWATT ENERGIA,SL",2,10500000,2024-11-14 00:00:00+00
B98309511,"VERATECH FOR HEALTH, S.L",2,22415000,2024-11-14 00:00:00+00
A08661837,"EUROREGALOS-EUROLOTES, S.A.U.",2,2022241,2024-11-14 00:00:00+00
A08211989,RHENUS LOGISTICS S.A.U.,2,111986200,2024-11-14 00:00:00+00
B35368380,"Grupo Azul Difusión Gastronómica, S.L.",2,32300000,2024-11-14 00:00:00+00
B46091179,EDITORIAL TIRANT LO BLANCH SL,2,1672800,2024-11-14 00:00:00+00
B19189497,"ENERGÍA ERCAM, S.L.",2,37762930,2024-11-14 00:00:00+00
B96295217,"ISCHEBECK IBERICA, S.L.",2,8004000,2024-11-14 00:00:00+00
A84636240,"Bolsas y Mercados Españoles, Sistemas de Negociación, S.A.",2,1937600,2024-11-14 00:00:00+00
A84306257,"EDIBON INTERNATIONAL, S.A.",2,486672500,2024-11-14 00:00:00+00
B54653464,"ALQUISERVI RENTALMUR, S.L.",2,14993750,2024-11-14 00:00:00+00
B05196829,CONSTRUJOL RIOFRIO SLL,2,12047700,2024-11-14 00:00:00+00
B38741625,"AIXA CORPORE, S.L.",2,742000,2024-11-14 00:00:00+00
B35675172,"KEC MEDIOAMBIENTE, S.L.",2,3329522,2024-11-14 00:00:00+00
B13967260,"Cox Water, S.L.U",2,608339807,2024-11-14 00:00:00+00
B99426074,E- Ratech Systems,2,185870000,2024-11-14 00:00:00+00
B79480950,CENTRO DE EDUCACION VIAL SAN JOSE SL,2,8740000,2024-11-14 00:00:00+00
B72461387,AUDIO-LUZ CALLE 13,2,3662441,2024-11-14 00:00:00+00
A46045936,"AUTOS MONTALT, S.A.",2,20892143,2024-11-14 00:00:00+00
B09335985,"BURVENDING, S.L.",2,2400000,2024-11-14 00:00:00+00
B56578347,NATURCLIMA HOME SL,2,3565290,2024-11-14 00:00:00+00
B86365350,"Alaro Avant, S.L.",2,4880000,2024-11-14 00:00:00+00
B33253576,"MONCEME, S.L.",2,10561000,2024-11-14 00:00:00+00
B70500954,MEGANOR MATERIAL ELECTRICO SL.U.,2,3751658,2024-11-14 00:00:00+00
B02953933,Suministros de construccion Salas Jurado SL,2,5134898,2024-11-14 00:00:00+00
B30441513,"CARRION INGENIERÍA Y ESTRUCTURAS EN ACERO,SL",2,11544613,2024-11-14 00:00:00+00
A85508901,"Intermoney Valora Consulting, S.A.",2,7650000,2024-11-14 00:00:00+00
B16000234,TEOGENES RUIZ SL,2,238983640,2024-11-14 00:00:00+00
B56769615,"WECREATE, S.L.U.",2,2220000,2024-11-14 00:00:00+00
B88171525,LINTON GREY SL,2,77903932,2024-11-14 00:00:00+00
B28062073,HOSPITAL VIAMED FUENSANTA,2,420371700,2024-11-14 00:00:00+00
B67031831,INFRATEC SL,2,16124968,2024-11-14 00:00:00+00
B76138742,LUMAR MANTENIMIENTO S.L.U.,2,6812713,2024-11-14 00:00:00+00
B24523748,CONSURVI DEL BIERZO S.L.U,2,31746223,2024-11-14 00:00:00+00
B04221610,AGROBIO SL,2,40240000,2024-11-14 00:00:00+00
B04514139,V.G. EVENTOS SLU,2,1922000,2024-11-14 00:00:00+00
A27005834,Canteira do Penedo S.A,2,36609610,2024-11-13 00:00:00+00
B24617383,"TRADELEO, SL",2,33330000,2024-11-13 00:00:00+00
B76627405,ÚNICA COACHING Y CONSULTORÍA SL,2,2248400,2024-11-13 00:00:00+00
B23395718,OBRAS PÚBLICAS PEDRO MARTÍNEZ S.L.,2,48637049,2024-11-13 00:00:00+00
B64802218,"TECNIPIN SOLUCIONES Y APLICACIONES TECNICAS, SL",2,2460000,2024-11-13 00:00:00+00
A36036739,Distribuciones Froiz S.A.U.,2,52216355,2024-11-13 00:00:00+00
B31558554,Fonseca Bus S.L,2,17607120,2024-11-13 00:00:00+00
B03081288,"AUTOBUSES IFACH, SL",2,146300,2024-11-13 00:00:00+00
B85341162,LIFERAY SLU,2,4600000,2024-11-13 00:00:00+00
B62187711,Aucar Trailer S.L.,2,65890000,2024-11-13 00:00:00+00
B09694209,"CONFECCIONES ROVELO, S.L.U.",2,2911241,2024-11-13 00:00:00+00
B38394524,"WAI COMUNICACIÓN, S.L.U.",2,2730181,2024-11-13 00:00:00+00
A28415610,"POLIMUSICA, S.A.",2,1684830,2024-11-13 00:00:00+00
B83169086,SEMILLAS Y PLANTAS ESCOLAR SL,2,1930600,2024-11-13 00:00:00+00
B91677708,ESTUCO Y DECORACION MARVE S.L.U.,2,9154463,2024-11-13 00:00:00+00
B19284801,SOLUTIONS FOR PEOPLE S.L.U,2,8717564,2024-11-13 00:00:00+00
B33060757,"VASSA FOX, S.L.",2,5818000,2024-11-13 00:00:00+00
A58461724,"ADHOC SYNECTIC SYSTEMS, S.A.",2,79349106,2024-11-13 00:00:00+00
B79210407,ITRON SPAIN SLU,2,9441806,2024-11-13 00:00:00+00
B72951791,JR Multiservicio SL,2,11893000,2024-11-13 00:00:00+00
B24575250,LOPEZ BELLO 2008 SL,2,86382951,2024-11-13 00:00:00+00
B27874387,ELECTROMAGNETIC 3 WORKS S.L.,2,68181819,2024-11-13 00:00:00+00
B10434645,Integral de Servicios Turísticos Sostenibles S.L.,2,19315000,2024-11-13 00:00:00+00
B23662588,"ENEQUIPO TRADING, S.L.",2,6579560,2024-11-13 00:00:00+00
B18209437,"HIDRAULICAS Y VIALES, S.L.",2,24500770,2024-11-13 00:00:00+00
A81305807,"AP AERIAL PLATFORMS, S.A.",2,14295000,2024-11-13 00:00:00+00
B88019393,SOLUCIONES INDUSTRIALES DE LIMPIEZA AUTOMÁTICA S.L.,2,5550000,2024-11-13 00:00:00+00
B09843061,BE ROCK MARKETING SLU,2,2030000,2024-11-13 00:00:00+00
B38017810,"LA ESPONJA DEL TEIDE, S.L.",2,2931544,2024-11-12 00:00:00+00
B18974162,NUBIA CONSULTORES SLL,2,6631612,2024-11-12 00:00:00+00
B48456594,"Diseño de Soluciones Medioambientales, S.L.",2,101149261,2024-11-12 00:00:00+00
B26503094,"ARICOL ARQUITECTURA, S.L.",2,19081193,2024-11-12 00:00:00+00
B13863543,B2DL GROUP S.L.,2,3351120,2024-11-12 00:00:00+00
A79018529,PEREZ-BARJA S.A.,2,1370000,2024-11-12 00:00:00+00
B33433251,ASVADENT SL,2,4868800,2024-11-12 00:00:00+00
B22422687,"veral viajes, s.l.",2,7995500,2024-11-12 00:00:00+00
B98743966,"Energy Management & Innovation, S.L.",2,851200,2024-11-12 00:00:00+00
B98007370,"NEXT SERVICES 2000, S.L.",2,19496764,2024-11-12 00:00:00+00
B33483355,Asturiana de Desarrollos Informáticos y Comunicaciones S.L.,2,8514046,2024-11-12 00:00:00+00
B22402564,sein huesca sl,2,10835516,2024-11-12 00:00:00+00
B02636520,KAIROS CLIMATE IMPULSE SL,2,42458620,2024-11-12 00:00:00+00
B84494749,"HERMANOS LAISECA, S.L.",2,30360000,2024-11-12 00:00:00+00
B98899537,"Servicios Castellano Moreno Rausell, S.L.",2,85175414,2024-11-12 00:00:00+00
A64997406,"CBC IBERIA, SAU",2,235200000,2024-11-12 00:00:00+00
